address,balance,TDR,Wallet_Age(Days),From_Count,To_Count,Predicted_Holding_days
0x03f2a786698694f54ff05a45c56bfe72f89eee6a,0.00143,0.0,0,0,0,Over 4 weeks
0x6bbaeb874784218ece4c1728dd450766bf736f7e,0.00164,0.0,0,0,0,Over 4 weeks
0x5ad75f8b6a44734a886c5ebb2e999971fc8a1d5f,0.00502,0.13,394,6,26,Over 4 weeks
0x1cfd540baaa092124d8bfb29dbd5762bd80f1b56,0.03356,0.073,216,6,9,Over 4 weeks
0xf23590935c86fe5a46d951fb761709eed8970f25,0.00153,0.0,0,0,0,Over 4 weeks
0x21a7201897b216e5fce3a3069597f60ac8539403,0.00151,0.0,0,0,0,Over 4 weeks
0x0715c2767b15955f7f3ccf22ff31d6218d60fd0a,0.00153,0.0,0,0,0,Over 4 weeks
0x4d8c6cee998a41a011db7c110e7fa4920c35db57,0.00143,0.0,0,0,0,Over 4 weeks
0x9a929cc9bb954b337b7d34356ed5d874624231fa,0.00153,0.0,0,0,0,Over 4 weeks
0xfff6b32da4fd43865f846ff7487f0edbcec86ce3,0.00153,0.0,0,0,0,Over 4 weeks
0x79e05c63962f32fac8fab2de79e61141298bd539,0.00151,0.0,0,0,0,Over 4 weeks
0xb095ad5cc61e75458505ca45d58dd177907eb8c0,0.03771,0.298,451,32,68,Over 4 weeks
0x5c002903df25be7e676202e5122a165a53549725,0.00151,0.0,0,0,0,Over 4 weeks
0x8713adef11c9c7620f6410a20c602a92ae673893,0.00164,0.0,0,0,0,Over 4 weeks
0xc628314bc54e1c03484cc4b57ae16f8f4c2e9e15,0.00146,0.0,0,0,0,Over 4 weeks
0x7008065395a22ed462f289c2f9ee0081a6f261b9,0.00164,0.0,0,0,0,Over 4 weeks
0x0990393db8fd79ba51a2f3982550fee9d96c5987,0.00151,0.0,0,0,0,Over 4 weeks
0x622f078ec2d62e466ff3ef3306f2d3d79060625a,0.00143,0.0,0,0,0,Over 4 weeks
0x094848f9e400e9cc3ada249b52b4964eaeff1ea0,0.00153,0.0,0,0,0,Over 4 weeks
0x7977b909d55a53f9c73140f7f611eaf0638238ed,0.99183,0.379,604,51,49,Over 4 weeks
0xd5fad2c75b7caed9f10fcbea9a265709b3759755,0.00146,0.0,0,0,0,Over 4 weeks
0x8b1aae13103d06097ec6fd6447898531e8fab288,0.00143,0.0,0,0,0,Over 4 weeks
0xcb15649d7b7a1eb01fb1acd14809de6cf82aa1a0,0.01644,0.176,716,39,61,Over 4 weeks
0xb9f77443d8466d4f399dbe016e5c23fc59d59ab0,0.00151,0.0,0,0,0,Over 4 weeks
0xf710430c1fdb34748303cb5817a3b38b7051d7e6,0.00151,0.0,0,0,0,Over 4 weeks
0xb5be0314865803debfcc3163083c562b292687b5,0.00153,0.0,0,0,0,Over 4 weeks
0xd8e2e2b2c28349696c9be4ab294712bf9690a9ab,0.00153,0.0,0,0,0,Over 4 weeks
0x746d78f7e379bdff5ff15fa1540508d5c34cff37,0.00146,0.0,0,0,0,Over 4 weeks
0xdd9a5ca4710fe4b08672fabc2d5774e0926a4afb,0.02285,0.186,284,17,19,Over 4 weeks
0x486cfd56d91c56deef521355084d4544d73fdfc9,0.00159,0.0,0,0,0,Over 4 weeks
0xf84bdd57c90265e1fd0b6e0ddb779724b104e114,0.00143,0.0,0,0,0,Over 4 weeks
0x83d2e472495f408bd0bc85702f4be5ef1acaee80,0.00071,0.206,981,44,56,Over 4 weeks
0xfdd3574cf9919a7cf52bf8c5277e2024df418176,0.00143,0.0,0,0,0,Over 4 weeks
0x99d1bda3039da34e7782e66ee707f27e6f05f1dc,0.00143,0.0,0,0,0,Over 4 weeks
0xa4c3d2d38573144bb8f2a56deec335a10db762ba,0.00153,0.0,0,0,0,Over 4 weeks
0x28c173b8f20488eef1b0f48df8453a2f59c38337,0.06687,0.086,788,6,61,Over 4 weeks
0xb4eb4ff4304202704131dc2d2793872773f37425,0.00161,0.0,0,0,0,Over 4 weeks
0x271e3135989530a7e579fb86814b4be2b3a64103,0.00143,0.0,0,0,0,Over 4 weeks
0x070341aa5ed571f0fb2c4a5641409b1a46b4961b,0.5636,0.065,582,11,25,Over 4 weeks
0x461ea1d70e4ed16bb0b0c063a8500815b7d6ed32,0.00153,0.0,0,0,0,Over 4 weeks
0x4b06b27827b9160720ef7bfadc2eed6b4b3e47f7,0.00146,0.0,0,0,0,Over 4 weeks
0x2cd54b3c8041f29c1152a2568e683ff099c411fb,0.00159,0.0,0,0,0,Over 4 weeks
0x2f5acca3383eb9a40b9201d81d15a7a109dcc18d,0.02577,0.046,546,9,15,Over 4 weeks
0x828a5457b8773e65f54632ee47eca18b9885d98c,0.0026,0.05,870,16,27,Over 4 weeks
0xc21611a12525d3ab940c339b8ae4c4be5865b6a2,0.02912,0.398,507,39,61,Over 4 weeks
0x999f280ace098f686e8571b3825739a3076b9f55,0.00143,0.0,0,0,0,Over 4 weeks
0x958a38bdf665649fe623f2f6a56c164aaf9989d0,0.00153,0.0,0,0,0,Over 4 weeks
0xdce62b21a8b1a9b39dd3ded27c876d416cc91b3e,1.12293,0.541,910,41,59,Over 4 weeks
0xe6f940ca39d5bb2132d1114b97cc43605149103e,0.00296,0.033,443,3,11,Over 4 weeks
0x387cfcba13974208090ece2b78972dd3d8cfae48,0.00146,0.0,0,0,0,Over 4 weeks
0xe274ae86ff13c1bbaacd3662ec5fd7279a18e28f,0.01211,0.093,473,10,28,Over 4 weeks
0xcb7958ddf673aa8f21614346d3e1c46182a9454d,0.07189,0.654,307,43,57,Over 4 weeks
0x2bc12061c8912505978472c21d4a23db43af62aa,0.06466,0.111,1156,33,67,Over 4 weeks
0x86d94879d0e89acd2b25870f3fe81288cc8df153,0.00159,0.0,0,0,0,Over 4 weeks
0x895be97bdb9f8a244c472b18ea96dee39ddf8fe5,0.06345,0.071,1954,46,54,Over 4 weeks
0x1730160dad28284a884683af648c4e10aabb7bc7,0.005,0.126,321,13,26,Over 4 weeks
0x1d0239e4e185f5f3fba605897849744ae8b5f333,0.01617,0.041,1166,13,32,Over 4 weeks
0xfa4e14d534f86e84214be9f7f612927757eb71be,0.00146,0.0,0,0,0,Over 4 weeks
0xdcad95c9894d80fb30817f59e7619fd9128f64d1,0.31294,0.062,876,23,30,Over 4 weeks
0xa129d5436fb797ff1d9c11b5f9d3ab0e27dd34b5,0.00021,0.12,339,8,25,Over 4 weeks
0x994f96722575b64b27cdbe327498f34aaa2f0043,0.08371,0.25,559,40,60,Over 4 weeks
0xec177d6bbb7c02c37987ebe9aab3a455355210d5,0.00159,0.0,0,0,0,Over 4 weeks
0x41602b8582f474eb9c029dd502e7dda119345931,0.04239,0.063,636,10,26,Over 4 weeks
0x7f64716cfb04ef0b78a3fcf02d3406a1b9dd0c42,0.04347,0.116,346,8,25,Over 4 weeks
0x21b98f5698fd33d9cb58f6ab8d5ec58e803fcba2,0.76743,0.104,1681,39,61,Over 4 weeks
0xfd7d9173403efd29f6b0b576217a59fd426170b8,0.03069,0.116,339,8,24,Over 4 weeks
0x338571a641d8c43f9e5a306300c5d89e0cb2cfaf,0.01385,0.089,467,15,26,Over 4 weeks
0x02e9e647e041854ad3c4c56d8c4f4b69c68a7682,0.12225,0.116,346,8,25,Over 4 weeks
0xf9039ae1e299486d8e6c5740ca6340797fd42736,0.04092,0.116,346,8,25,Over 4 weeks
0x84ecf15af6fec307afeab934b46947967bc02d5f,0.0118,0.303,727,51,49,Over 4 weeks
0x79438224bc21b0e6b45ecf9f8caadfbdb874dedd,0.54723,0.361,547,33,67,Over 4 weeks
0x94d4d40759af1cd2addb95252278dbae38c78d1b,0.02012,0.116,346,8,25,Over 4 weeks
0xf574fbbbd0c29ff2dbd10839e33793a6eafde809,0.02082,0.11,346,7,24,Over 4 weeks
0x41e260e8f07615418968c5fc7d10e277cf7eab56,0.55673,0.439,646,48,52,Over 4 weeks
0xafa004c6e792990371ff9dc91f74d62e1b248637,0.00159,0.0,0,0,0,Over 4 weeks
0xee33d688fe27a3a754435c50f8a12654d5327a16,0.02813,0.116,339,8,24,Over 4 weeks
0xc16b76c25b60e5970ace61c719ca263133ccc1b3,0.05285,0.253,418,30,50,Over 4 weeks
0x3b174445371dd00fb766357f29118ac6a0aeec1c,0.03119,0.116,339,8,24,Over 4 weeks
0xaeaf8371bf9df3edb08bdd7d05099d49965fdf59,0.00127,0.082,519,4,29,Over 4 weeks
0x02c9121f2ca2055af2d45d0aca5a7acae1d6b83c,0.00121,0.0,0,0,0,Over 4 weeks
0x66109b3b6348d1df6bf1f8d998e527b967f682ea,0.01345,0.116,339,8,24,Over 4 weeks
0xdc7ec05bf7781f9e861ee5486023dc6cf71fa7c4,0.08534,0.093,473,11,27,Over 4 weeks
0x8a36c41e2b7d0ee24668729d08543ab77a99dced,0.02003,0.116,339,8,24,Over 4 weeks
0x2338e4897119a104a3145f7b500fe98b51a56637,0.02532,0.106,346,7,23,Over 4 weeks
0xb4d50b4e31181a004beb14e8b0a522bb434ea1fe,0.01994,0.113,346,8,24,Over 4 weeks
0xe8fcdb117a5f0ec16ef040e6fe3f675390a7bb5c,0.02283,0.106,346,7,23,Over 4 weeks
0xa3728c1f3ac52ded2fc69d3b95235d7a6fd2b377,0.02611,0.106,346,7,23,Over 4 weeks
0x33d7147b957c1d1d0bb17d2b09e1d85e86be9873,0.02074,0.12,347,9,25,Over 4 weeks
0xe874411d6e354b93be52b05280052c193550fa03,0.02556,0.106,346,7,23,Over 4 weeks
0xbafaf28d01aefec4cf16830d2187becd502c6e0f,0.01947,0.12,347,9,25,Over 4 weeks
0x81d53cd3e96fd8d51cef3de47e546d0b325af8bf,0.02006,0.116,346,8,25,Over 4 weeks
0x1cd1a6c4570c039368f5456aa82574af6567e6f6,0.02951,0.116,339,8,24,Over 4 weeks
0x1e265fdd0654120c739639b87e967f65339aa4cf,0.04459,0.116,346,8,25,Over 4 weeks
0x4175abbc3a231125c83bc967cc42487db0b0ad9e,0.00869,0.076,582,10,33,Over 4 weeks
0x1d7375a6ffc5a60b435558859a2762cfd6c6b07f,0.04848,0.106,346,7,23,Over 4 weeks
0xc9ac69013f041ebee6009bed69047db1a795dbe9,0.02072,0.123,347,9,26,Over 4 weeks
0x3899c67ce90b5ca7526bcfec438e2b59379d4700,0.00426,0.055,482,5,14,Over 4 weeks
0x6069a291fc1dbbb0782a1314b6fb06e6d25b22da,0.02763,0.106,346,7,23,Over 4 weeks
0x4e4b40b1a3f945d6ecc00f65adba063be82439f0,0.02138,0.116,346,8,25,Over 4 weeks
0x7453019b806919563eac33870fe5f8e5154fdf38,0.09002,0.397,607,36,64,Over 4 weeks
0xbbdfe37f2b5d2b7e86721324336abdc2221c4be3,0.06831,0.11,346,7,24,Over 4 weeks
0xe6b4a4972abe38820322af468f3aee439f652704,0.00186,0.081,521,17,23,Over 4 weeks
0x5568d637aefe29d939a724f64e0515b238353bfb,0.00369,0.4,240,40,50,Over 4 weeks
0xfffa889f71003f256f0e14b48e54fa2dad1f2ff0,0.07706,0.198,623,28,72,Over 4 weeks
0xcd5c1bb777c937d993bc5e16e48b1669becc77aa,0.39527,0.26,711,39,61,Over 4 weeks
0x377280d8d87415873da035d8d6d2ff4f0d9b9c54,0.00544,0.03,482,5,9,Over 4 weeks
0xbd5bc121f9fb413d77fdf39f6a2aa45a9d8bd6b2,0.00695,0.847,284,43,57,Over 4 weeks
0xe44782afe398800d7190796018c4b865e32ff806,0.15961,0.041,349,4,10,Over 4 weeks
0xccfd1ff80d176f1b98f7e40ed71a5b13d70daf69,0.02798,0.172,480,23,55,Over 4 weeks
0x3951d734bbd956761802a7f4297ccade69bde9d9,0.02339,0.077,284,1,4,Over 4 weeks
0x3b74175fb78af5aa92e9eb2c7e837f6d50882522,0.00919,0.207,505,34,66,Over 4 weeks
0x5bca305df5b8446546224d7e548ef4e681eacfc9,0.41702,0.077,1800,38,62,Over 4 weeks
0x1684c382352fa8992e2d12264b08cbfd8e06b7b1,0.0666,0.177,920,51,49,Over 4 weeks
0x23abad8c65a9a93abcc343892aaf3d6e88b5ccc9,0.0453,0.236,1001,48,52,Over 4 weeks
0x9ec14a04cb7822b56bef9d46357604b6f3a673cc,0.18846,0.388,335,56,44,Over 4 weeks
0x0f63421f0a8099787168795a228c51ea973688bc,0.00023,5.0,137,1,4,Over 4 weeks
0x5d18014f44bb78b5d2f5aac5a0a547f53c2ac592,0.02479,0.266,215,17,28,Over 4 weeks
0x995482968992eee76d163e7a1791cdbb84e12616,0.05289,0.421,180,37,38,Over 4 weeks
0x8aeec595cf608d593881af5628358c8a9c655370,0.02427,0.182,284,1,3,Over 4 weeks
0x0636211443e91468ee3657e1d7faede7059c4843,0.01017,0.184,1082,58,42,Over 4 weeks
0xc24fe6f2bae027aeee47390be73d121f18f51bdb,0.10788,0.203,522,36,64,Over 4 weeks
0x5da7fbc618947d1d20001565cecbf13ffac3c598,0.02495,0.005,870,1,2,Over 4 weeks
0xbe13084cea1e3c8615f781b85b995c4d95947080,0.21394,0.455,505,29,71,Over 4 weeks
0x3a8b9b6d9286a42d3956a54dc60ec81c6865ce82,0.17624,0.377,479,37,63,Over 4 weeks
0x4c710b38199f589dd769d36ed52b6d0170cb83ee,0.01399,0.244,581,38,62,Over 4 weeks
0x5e464b4766fb32ac5f4bf74249d2681d6e00fbad,0.31645,0.152,944,42,58,Over 4 weeks
0x91a502bae962c2c5da1fec8c4ec69f2a2a84a283,0.00038,8.333,162,49,51,Over 4 weeks
0x8973b1a90adf0ced3dbe26deadd5a176ecb548f4,0.01324,0.174,582,42,55,Over 4 weeks
0x16ce1b15ed1278921d7cae34bf60a81227cfc295,0.47813,0.162,825,37,63,Over 4 weeks
0x4254c53fc3b3b38df025ea30bcae410e11bb95b6,0.05979,0.296,607,38,62,Over 4 weeks
0x6ceea0fc41387fc6780aa78125ffde3ece0dc103,0.56683,0.99,854,9,91,Over 4 weeks
0x8d3ec18dc2c96dafcd0924afe7273892bf4c1652,0.00018,0.073,487,12,22,Over 4 weeks
0x910c60c049d833a7fd2f5bda310bbea1c5fa3598,0.1714,0.196,911,41,59,Over 4 weeks
0xcf8e24538e6e8c6d7ca711f84539aeac0892e28b,0.02913,0.279,561,57,43,Over 4 weeks
0xf196836b53e8f03e32f5186c7909acbb8b742615,0.38835,0.07,774,25,28,Over 4 weeks
0x881e45c2461ff3cdddeed76487ca61f714827738,0.08296,0.36,290,39,57,Over 4 weeks
0x98c366dbe6d98a2d6a3ed471608921b03f3abcca,0.12161,0.256,632,39,61,Over 4 weeks
0x2a1bbcdff7a047d82fc8829faa0d13a8d2cf1dbe,0.10771,0.125,1432,15,85,Over 4 weeks
0x989b79a9c1ddca2f96b5767d1b254a296ce7bde0,0.00289,0.019,870,6,8,Over 4 weeks
0x9796b9443a3ffbc60eab64f33e368cc19eba4f33,0.03872,0.184,845,48,52,Over 4 weeks
0x8755f08374bb0bc598681c324913cbde3283ac18,0.01393,0.296,500,41,59,Over 4 weeks
0x7e651f5f597436cd0fa941f5ff2cd45ef3f2fda8,0.04598,0.166,782,37,63,Over 4 weeks
0x0928ae0e403514895b692476f052cecbbdad9ec8,0.12823,0.299,497,36,64,Over 4 weeks
0xc5f705ca8f70acc5f3d3db9636558102f528a475,0.00158,0.389,183,26,37,Over 4 weeks
0xaf6d4f2f0f4d08b34182234d6c39865b56ab5b4c,0.01255,0.047,298,6,7,Over 4 weeks
0x4c983614b75fff7df5c82316f23b5aa2d626c65a,0.00359,0.0,0,0,0,Over 4 weeks
0x5794b0f74828d577a0c9e7d511ef7072db18bfc5,0.0042,0.0,0,0,0,Over 4 weeks
0xa86d38cd7e65ab4fa17e2985160945ab03d05d0c,0.00428,0.0,0,0,0,Over 4 weeks
0x25cc275cfe3cce1700e816e00d4cd1f60872038a,0.02848,0.794,326,50,50,Over 4 weeks
0xc903003f1b4dd87b20d1b8025beff5f1680113c8,0.00268,0.016,870,5,8,Over 4 weeks
0x6799f3b4d2627fe9bda90e2cb22cd4b4bf7eb291,0.05474,0.023,138,1,2,Over 4 weeks
0x950786525afc71b58e76f2ba04dcb80385fbef17,0.00434,0.0,0,0,0,Over 4 weeks
0x3f7bed3d5745c2550f64aa97a4529406e555bce6,0.06676,0.157,979,40,60,Over 4 weeks
0xa297a06221ab3c846354e7fb1b37eb5da06bda21,0.02346,0.149,1006,52,48,Over 4 weeks
0xcef28ce7884ae973990fb826c1986afaa9319b9a,0.17754,0.348,438,38,62,Over 4 weeks
0x304034398302bd561dadd28767c0ecaef6b2911a,0.00435,0.0,0,0,0,Over 4 weeks
0xed7e736851bc65967a65cf1134300c27f39b7648,0.05775,0.446,909,53,47,Over 4 weeks
0x14d15f15f1151d82e0aa5f2443b7da68f981424c,0.2674,0.599,445,45,55,Over 4 weeks
0x34f73a47a027bc3c1db642df9ca54625d9b6b77f,0.11189,0.45,493,42,58,Over 4 weeks
0x41fb250fd5be7cc6e818bf7b54843735e8c64abb,0.00937,0.19,507,31,61,Over 4 weeks
0x128e5625e15fdba91d6ccb1abdfdc62b5d152b4f,22.07721,0.526,971,27,73,Over 4 weeks
0x56d79fe635196e734ce29d7a8ccd8014865e790c,0.01848,0.296,601,41,59,Over 4 weeks
0x7f7ed74ba8d347640a0a4150751879efa6a5c8cf,0.00667,0.134,920,37,63,Over 4 weeks
0x1e51745bdb4436563097833ba83dcc51109d9fa8,0.58485,0.168,682,34,66,Over 4 weeks
0x94b7a4bf420d2997ec911bf41d90f3b5af417082,0.01561,0.312,495,36,64,Over 4 weeks
0xa0556e8e8b617f184c6948df2c08ac795036daa5,0.09233,0.154,932,41,59,Over 4 weeks
0x48f88a8d8e4a9dff33c0a4d857a81a189c2d6e07,0.00127,0.099,1855,34,66,Over 4 weeks
0x96f57a97c1ba3f23d44dd2f444fd14f40415911f,0.00876,0.209,422,33,41,Over 4 weeks
0xbed050c15224a53a12815fa79f2b1ef431887eb2,0.09201,0.49,569,42,58,Over 4 weeks
0x7359d046576e285458c73260cb0172d542c37669,0.01493,0.151,173,11,12,Over 4 weeks
0x7d4d64a7b34310d5cfc19181b2a526cdcf462cec,0.12668,0.144,832,41,59,Over 4 weeks
0x19eb4802563676fbff2cd28605a130654c30e1df,0.01222,0.029,616,2,15,Over 4 weeks
0x24f15402c6bb870554489b2fd2049a85d75b982f,1.97441,0.072,807,21,33,Over 4 weeks
0x719028736f10164c838ef129936779ed739312f2,0.10758,0.159,376,20,37,Over 4 weeks
0xdc52350858b60853d93390ab38dee3ce7e147fa7,0.06235,0.383,1157,27,73,Over 4 weeks
0xb1b7586656116d546033e3baff69bfcd6592225e,0.08776,0.51,1633,38,62,Over 4 weeks
0xa8169bffcfc29643781d5d2d0d10cc7fd66ae377,0.0315,0.495,330,43,57,Over 4 weeks
0x0d6e94d085a597f316be1833649e05a45103e873,0.06725,0.392,1961,0,100,Over 4 weeks
0x819fec659e1c225ce330b02e01f1e4c629e92a7a,0.01896,0.318,528,41,59,Over 4 weeks
0x059d0025e4e1bb1a37f2c922e54b139bc1231ee0,0.01878,14.286,575,90,10,Over 4 weeks
0xd8263b8b277c7df352f1851923125a07a6982540,0.00598,0.207,693,35,65,Over 4 weeks
0x4599acc33c2c8f47dcb9646d5120a874fcb6b1d6,0.06092,0.191,451,36,34,Over 4 weeks
0xfb1626c0311392c62723d06fd3c9160404da0f33,0.02507,0.187,413,23,51,Over 4 weeks
0x7fbde8b27d2b4f164b66f2a9dc02bbd6697e5b19,0.80022,0.135,566,31,36,Over 4 weeks
0xca5ce67a4cc81875f9e687c24ac81d1a6a2ee841,0.01342,0.217,349,30,39,Over 4 weeks
0xf3fe8c6c75be4afb2f8200fc77339abe4d7cff33,0.52787,0.196,417,22,57,Over 4 weeks
0xda31160a4afc898c01a44f2f3b1b880b6356940d,0.0197,0.082,650,16,37,Over 4 weeks
0x9e4d15e0ecb571e7e66831334519c76130f29636,0.1516,0.135,1661,39,61,Over 4 weeks
0xa5f753272d7157661b36714be0ac7a64ff2f2973,0.02297,0.191,228,12,30,Over 4 weeks
0x9109358674f1c9a1a945a1d9880fb7ef1ddc43a3,0.1391,0.478,513,58,42,Over 4 weeks
0x337cfb6e0466977c6419d5dca8fa8b82904787b1,0.00205,0.196,516,33,67,Over 4 weeks
0x92bbf680e4c1557e888a5f51bcd02749a2df6f3b,0.01475,0.11,289,3,20,Over 4 weeks
0x9fdee2c1883d46a5c0c72630da1eb7d70bf9c32e,0.03071,0.076,491,7,30,Over 4 weeks
0xf9e1d1e9f22c96752356adfd377231528c7e851e,0.18602,0.194,895,36,64,Over 4 weeks
0xc34d931cc6290dae177a6fc645db444a132a442f,0.22356,0.054,774,20,21,Over 4 weeks
0x513b4fb84df4f8e05c05cdcbbb8d04c482ec0b4b,0.23055,0.054,774,21,20,Over 4 weeks
0x4a7be1c3890c9b12a413a6c3747a753deb69d4d8,0.02161,0.19,471,29,44,Over 4 weeks
0x06fa22d76a0205f4972580e63090a97f1c788f67,0.00904,0.143,491,20,47,Over 4 weeks
0x04bd97d1f9324a11e0feae5f85b0d96dd1a94f27,0.00286,0.097,209,7,11,Over 4 weeks
0x12cb4ca94136b6e8fb11636c55f47d0885f3dc64,0.22638,0.06,774,22,24,Over 4 weeks
0x236046d33a156e4537fd9764afbecc8426f18d99,0.00126,0.311,1941,0,100,Over 4 weeks
0x3bf7f65d1847720d08c2bd0d8e2823ef049dab20,0.01601,0.073,491,6,29,Over 4 weeks
0xded77410241c3bcc3997c1f92ad622b9eacb2c6d,0.29291,0.054,774,20,21,Over 4 weeks
0x49a7de07d0051961abf7e3d30aabcc4d42716586,0.10601,0.206,771,50,50,Over 4 weeks
0xb75d08b1bc49f4e2b0e27c7f77aac9bd49333d29,0.00833,0.077,491,6,31,Over 4 weeks
0x9f8af0bef30d33811aedb08f5e642d7b0a176c32,0.02916,0.214,594,56,44,Over 4 weeks
0x6e0f19c2d538c2123b73b710c0bef48bd05bb040,0.09067,0.227,767,52,48,Over 4 weeks
0xa6d51779b45bdf1c5b6bd0fe86be2c2d9481e69d,1.08474,0.124,479,24,35,Over 4 weeks
0x9088ebbc5b0e28076ee1ae578d8823ae813f8acd,0.00676,0.04,746,7,17,Over 4 weeks
0x7bb9dccc97052ddef05141897fe8313fd4ad0418,0.01469,0.101,607,21,26,Over 4 weeks
0xce436e5b28918df04ed04d14b06081797e31ed77,0.19132,0.053,774,21,19,Over 4 weeks
0x22a6a40223d99a1112e9975fc4e4e41726a4805e,0.01474,0.199,491,35,58,Over 4 weeks
0xcc0d8f409b149b92c089b5a9177331338671501c,0.0228,0.332,501,45,55,Over 4 weeks
0xc1939cf04d055a33179c80eb7593f024855444cd,0.00162,0.042,746,7,18,Over 4 weeks
0xd80d57e2d1cbf09b14626ec3974f12c1952917c8,0.01201,0.333,512,40,60,Over 4 weeks
0x166d720802f189a03f43f3b1132369b0fd9e1c93,0.01843,0.073,491,7,28,Over 4 weeks
0xa884a2f1a5ec6c2e499644666a5e6ef97b988888,0.02641,0.204,704,32,68,Over 4 weeks
0x77d25848b2396250df5860ae566f7c341d81efac,0.10637,1.176,1951,0,100,Over 4 weeks
0xd85df04c47d6072e84a2f5758d7fdca662da5cce,0.00124,0.095,1804,5,95,Over 4 weeks
0xe5818d70a9b5aed2bfde4e41fbcb07dd80f8fc84,0.1085,0.369,1603,39,61,Over 4 weeks
0xe77587e3a723b1d314c73f77e822b704a3ffb403,0.01668,0.066,491,6,26,Over 4 weeks
0xcb630c28658d8b4f0509d628d8d947e6f95ea20a,0.00803,0.113,1823,10,90,Over 4 weeks
0x6f0c3105444e9ad288ed64674c12420593a1efb2,0.1401,0.126,721,40,42,Over 4 weeks
0x00cdebc042c87c95e439e1aefa0bd3a8014da577,0.07104,0.231,634,48,52,Over 4 weeks
0xa44423295590a9d9f95ab0b1c3e9ff2fd1ffc909,0.04923,0.185,1945,25,75,Over 4 weeks
0x1a74d0285a569120aa2836cb2b0fa58038adb800,0.02094,0.288,558,40,60,Over 4 weeks
0x3670a2e117a463a25de0c21ee0b89068d722c15b,0.01181,0.027,165,1,3,Over 4 weeks
0x9602c750905b2dd6d5f477d68ff218c7dc5b943c,0.26603,0.179,324,15,32,Over 4 weeks
0xaf72e36d1d16ae80b6811a99909cb92396d18777,0.05081,0.061,774,27,19,Over 4 weeks
0xbd7dbab9aeb52d6c8d0e80fcebde3af4cc86204a,4.41561,0.11,618,27,39,Over 4 weeks
0xcb3cc201e8ce85370f2af36c74abb5da0ec9e1a3,0.01566,0.077,491,7,30,Over 4 weeks
0xa9fad5a2da799b5d9b12d1aabd15421ca17a19c1,0.00654,0.06,1953,28,72,Over 4 weeks
0xf7d0d608e68a7e970f51e8265eb2a8266d804c1b,0.01507,0.22,221,19,29,Over 4 weeks
0xf582a7c87888714ca875a70b0971f55bde6eb148,0.02973,0.128,1724,32,68,Over 4 weeks
0xd110421a743a19a6dee233c32417c089b2684f1c,0.00241,0.521,585,40,60,Over 4 weeks
0xc0b6389713bf59be9e77be9a4e4311fed48c8d38,0.07737,0.122,1793,47,53,Over 4 weeks
0x363abd787ffbb039a51716b756eceb46881788a8,0.05278,0.204,804,45,55,Over 4 weeks
0x2169ec73eeb5287ed3180b401b6383beaf5a2011,0.00316,0.296,326,31,51,Over 4 weeks
0xcf8b1406cfc9749518b908b19d81c45607ccf162,0.08768,0.27,582,35,65,Over 4 weeks
0x171814db6dcaa27d2f88b1d31e306abda53e7526,0.00696,0.04,766,3,26,Over 4 weeks
0x9cd7d1981b3e15a2dee4d512ac60e0579ae18546,0.10409,0.104,491,16,33,Over 4 weeks
0x5d47e5d242a8f66a6286b0a2353868875f5d6068,15.47143,0.208,1903,41,59,Over 4 weeks
0x9fa7d42ef9eb89ef6fabdde88207fbe6afa70626,0.00257,0.089,474,3,26,Over 4 weeks
0x8726d038c8bf67ddbd7d571895ecba481d649997,0.00797,0.07,491,6,28,Over 4 weeks
0xd6e3df580ebef6c6fe979fe2e2a9c6edbd5445df,0.01484,1.299,178,36,64,Over 4 weeks
0x60663af31be6fb5f4c89cc2cca07f0bf3b2cfa94,0.22366,0.269,1771,25,75,Over 4 weeks
0xcdc83283293a2bfa2a839a762d036db6d075725c,0.00431,0.033,318,1,5,Over 4 weeks
0xf3b23bb212567c174f356437f98544bf13164436,0.10307,0.174,560,31,65,Over 4 weeks
0x67d6140fda661346ad4785f35412aa43fa3224b1,0.16407,0.493,383,48,52,Over 4 weeks
0x99159db6734d55fb04c005b9ae05671d2883c5ac,0.0262,0.063,197,2,9,Over 4 weeks
0xa0dd8e6c5440a424cd19f5ec30f8fa485e814247,0.39489,0.139,1151,82,18,Over 4 weeks
0xe9945b3acbdc2f9dcad8871f01aa9dabbb20d882,0.22295,0.346,967,40,60,Over 4 weeks
0x7019be4e4eb74ca5f61224feaf687d2b43998516,0.45346,0.263,1294,43,57,Over 4 weeks
0x16a1f016a5a371ad096be434b287b1151c4d7cb7,0.04661,0.494,181,43,38,Over 4 weeks
0x227fd2fd881cc6c99dfccc0fb40f2b1dc2f3f36e,0.01537,0.352,833,33,67,Over 4 weeks
0x83e28d08f59343cd13ef93bb4423d67ceb80096b,0.01477,0.048,916,13,30,Over 4 weeks
0x3afb5ec38dc42d310e4552f19da56b13dc2ff8fc,0.02108,0.264,152,14,20,Over 4 weeks
0x0a256324b1d9fb59d4c490d93c8d5555f2fe4c7a,0.18364,0.067,2029,40,60,Over 4 weeks
0xbb8fb8fe5198f25d117c0e7b1b9c8260cb19c3c0,0.45718,0.571,859,43,57,Over 4 weeks
0x76d2ddce6b781e66c4b184c82fbf4f94346cfb0d,1.30075,0.34,1278,43,57,Over 4 weeks
0xa1e86151382ec8b34821444fecc10f7d054ede6e,0.00048,0.067,216,5,8,Over 4 weeks
